Date,Machine_ID,Problem_Type,Service_Status,Cost,Hours
2023-08-27,MCH-9976,Wear and Tear,Cancelled,14085.59,6
2021-04-25,MCH-7686,Mechanical Jam,Pending,8522.62,6
2024-03-31,MCH-4209,Leakage,In Progress,40617.27,3
2020-05-08,MCH-7104,Wear and Tear,Pending,37471.33,5
2024-08-05,MCH-1607,Sensor Error,Completed,32723.09,4
2021-11-19,MCH-2017,Mechanical Jam,Pending,17251.8,4
2022-08-16,MCH-3073,Software Crash,In Progress,14177.9,3
2022-11-24,MCH-4278,Wear and Tear,Pending,24863.49,12
2021-12-27,MCH-3496,Wear and Tear,Cancelled,48687.46,7
2024-02-10,MCH-1710,Mechanical Jam,In Progress,13191.5,3
2022-09-04,MCH-1616,Wear and Tear,Pending,36134.95,9
2022-08-18,MCH-6970,Software Crash,Completed,36622.4,12
2023-03-24,MCH-3346,Software Crash,Completed,18544.03,8
2020-12-01,MCH-5485,Leakage,In Progress,14401.15,3
2020-05-13,MCH-8572,Sensor Error,Completed,26907.56,7
2020-03-26,MCH-3149,Leakage,In Progress,44245.81,3
2025-04-27,MCH-1516,Overheating,Completed,31850.14,7
2020-04-05,MCH-9223,Leakage,Completed,19512.27,8
2022-06-28,MCH-4013,Power Failure,Cancelled,12246.71,2
2025-07-31,MCH-1027,Wear and Tear,Cancelled,36877.87,3
2022-02-02,MCH-1049,Leakage,In Progress,612.66,8
2023-04-18,MCH-1099,Power Failure,Cancelled,38253.55,8
2020-06-09,MCH-1570,Mechanical Jam,In Progress,22588.52,6
2025-09-10,MCH-1556,Leakage,Completed,1224.45,6
2024-07-17,MCH-4556,Calibration Issue,Pending,44736.99,10
2024-11-18,MCH-1750,Software Crash,Pending,30094.57,10
2022-11-13,MCH-2717,Sensor Error,Cancelled,48735.68,8
2025-10-28,MCH-1805,Sensor Error,Pending,29322.98,8
2022-04-06,MCH-9492,Overheating,In Progress,49023.72,9
2022-10-22,MCH-5061,Software Crash,Cancelled,18165.49,2
2022-07-21,MCH-2596,Software Crash,In Progress,35524.52,1
2024-06-04,MCH-8992,Calibration Issue,Pending,48169.6,2
2022-03-24,MCH-1308,Power Failure,Cancelled,2901.05,9
2020-12-24,MCH-6160,Software Crash,In Progress,36067.65,11
2023-07-14,MCH-5588,Software Crash,Completed,39598.55,3
2025-01-19,MCH-9888,Calibration Issue,Pending,15996.3,4
2023-04-09,MCH-6898,Overheating,In Progress,37345.19,12
2020-06-17,MCH-5852,Calibration Issue,In Progress,35566.85,5
2020-11-07,MCH-8060,Sensor Error,Pending,20370.6,12
2022-04-09,MCH-3932,Sensor Error,Completed,27405.55,9
2022-05-03,MCH-6918,Overheating,Pending,42878.99,8
2024-04-28,MCH-6852,Wear and Tear,Completed,24519.97,1
2022-12-05,MCH-9992,Software Crash,Cancelled,14352.06,4
2024-02-23,MCH-4632,Sensor Error,In Progress,45726.08,7
2025-02-23,MCH-4246,Software Crash,Pending,24298.97,12
2022-04-20,MCH-9881,Wear and Tear,Cancelled,25343.2,3
2024-06-26,MCH-6688,Mechanical Jam,Completed,48131.72,1
2021-10-13,MCH-1043,Software Crash,Pending,28053.38,12
2023-06-24,MCH-1695,Overheating,Cancelled,14062.33,8
2024-04-10,MCH-1117,Overheating,Completed,13065.63,7
2025-06-03,MCH-8456,Mechanical Jam,Pending,26083.16,1
2020-03-04,MCH-5451,Calibration Issue,Pending,15284.33,8
2023-09-19,MCH-2661,Wear and Tear,Completed,35346.3,11
2023-05-16,MCH-8986,Wear and Tear,In Progress,8571.79,5
2023-08-15,MCH-6672,Calibration Issue,In Progress,30018.74,8
2023-11-21,MCH-5036,Leakage,Cancelled,21903.41,12
2025-03-19,MCH-2702,Calibration Issue,Completed,41096.56,7
2021-01-06,MCH-9953,Wear and Tear,Cancelled,5255.89,8
2022-02-14,MCH-9263,Software Crash,Pending,13665.39,10
2020-08-27,MCH-3250,Power Failure,Cancelled,1217.23,8
2024-09-18,MCH-5793,Power Failure,Cancelled,11515.63,11
2023-03-19,MCH-7781,Wear and Tear,Cancelled,5408.87,3
2022-08-03,MCH-5810,Leakage,Pending,38379.91,8
2020-03-02,MCH-4691,Software Crash,In Progress,14218.61,10
2024-06-11,MCH-9827,Leakage,In Progress,20332.75,12
2024-07-20,MCH-9722,Mechanical Jam,Pending,15954.87,6
2020-11-02,MCH-1260,Power Failure,Completed,21716.59,2
2020-06-13,MCH-2327,Calibration Issue,Completed,17960.04,2
2022-10-29,MCH-4502,Software Crash,Completed,18062.13,3
2021-12-04,MCH-3179,Power Failure,Cancelled,12461.55,10
2024-01-20,MCH-2895,Power Failure,Completed,23451.6,8
2024-11-18,MCH-9860,Software Crash,Pending,14576.05,6
2024-01-21,MCH-2561,Sensor Error,Completed,41378.87,5
2024-06-07,MCH-2862,Leakage,Completed,17150.28,2
2025-03-22,MCH-3949,Wear and Tear,Pending,37239.79,8
2025-09-02,MCH-5942,Power Failure,In Progress,22152.63,7
2024-10-13,MCH-3881,Overheating,In Progress,48051.12,3
2020-12-16,MCH-8704,Overheating,Completed,40549.94,11
2023-02-07,MCH-6638,Mechanical Jam,Cancelled,48282.4,4
2023-07-11,MCH-8943,Wear and Tear,Completed,33824.98,11
2020-09-18,MCH-8793,Leakage,Pending,19751.87,3
2022-08-02,MCH-8289,Leakage,Cancelled,35358.81,10
2023-01-23,MCH-4610,Sensor Error,In Progress,43439.73,3
2021-02-22,MCH-5916,Overheating,Pending,23956.18,4
2023-08-06,MCH-9519,Calibration Issue,Pending,7386.22,6
2022-11-09,MCH-6000,Sensor Error,In Progress,15083.37,2
2024-06-04,MCH-6489,Calibration Issue,Completed,44953.48,6
2021-05-10,MCH-1095,Software Crash,Cancelled,31338.92,3
2021-10-26,MCH-8284,Mechanical Jam,In Progress,37831.31,7
2020-01-03,MCH-6172,Leakage,Cancelled,19077.05,9
2024-05-19,MCH-1785,Power Failure,In Progress,30859.43,11
2022-11-30,MCH-3855,Power Failure,Cancelled,25888.81,9
2023-03-16,MCH-1203,Leakage,Completed,10768.49,7
2021-03-09,MCH-4014,Sensor Error,In Progress,3767.38,2
2024-02-13,MCH-3573,Sensor Error,Completed,19538.34,7
2021-03-20,MCH-8334,Power Failure,Pending,42364.14,5
2021-07-09,MCH-9737,Software Crash,Completed,29144.37,4
2024-03-25,MCH-8351,Mechanical Jam,Cancelled,48219.77,12
2020-01-09,MCH-1922,Leakage,Cancelled,1223.17,1
2020-05-26,MCH-3064,Power Failure,Pending,32429.47,8
2022-09-13,MCH-5915,Overheating,Completed,33294.18,9
2021-01-30,MCH-1531,Mechanical Jam,Cancelled,21541.7,11
2020-04-01,MCH-6995,Leakage,Cancelled,47914.08,12
2020-02-07,MCH-9019,Mechanical Jam,Completed,26630.02,2
2022-02-20,MCH-6694,Software Crash,In Progress,49417.35,10
2022-10-04,MCH-4322,Wear and Tear,Completed,18056.42,3
2023-06-06,MCH-8323,Mechanical Jam,Completed,26180.67,7
2022-09-19,MCH-8015,Wear and Tear,Pending,20539.11,7
2024-05-26,MCH-7229,Wear and Tear,Pending,46723.36,2
2021-06-28,MCH-6306,Power Failure,Completed,6518.53,2
2020-04-22,MCH-7689,Software Crash,Completed,18636.98,4
2021-03-02,MCH-8524,Mechanical Jam,In Progress,43857.47,9
2022-01-13,MCH-1440,Overheating,In Progress,12160.36,6
2023-04-30,MCH-1049,Overheating,Cancelled,8645.5,7
2020-07-06,MCH-5648,Calibration Issue,Pending,12907.09,9
2024-05-11,MCH-7115,Calibration Issue,Pending,24506.1,3
2024-02-28,MCH-2019,Leakage,In Progress,16156.51,1
2021-12-18,MCH-6480,Leakage,Pending,20906.74,10
2020-09-15,MCH-1888,Leakage,In Progress,29115.41,3
2022-11-18,MCH-7799,Calibration Issue,Cancelled,20939.96,7
2023-10-08,MCH-9228,Sensor Error,In Progress,2588.29,12
2025-01-07,MCH-8605,Overheating,Cancelled,2048.31,11
2022-01-18,MCH-2848,Calibration Issue,Completed,38485.63,3
2025-06-18,MCH-6488,Software Crash,Pending,20581.17,4
2025-10-23,MCH-7180,Software Crash,In Progress,22360.59,12
2022-08-12,MCH-9150,Sensor Error,Cancelled,21577.75,3
2024-12-11,MCH-4581,Sensor Error,Pending,5544.13,10
2021-02-11,MCH-3872,Mechanical Jam,In Progress,37561.6,2
2024-02-19,MCH-8164,Overheating,In Progress,27357.24,3
2025-07-23,MCH-4436,Wear and Tear,Completed,38322.26,1
2021-02-01,MCH-1733,Calibration Issue,Completed,28455.76,11
2024-10-10,MCH-4004,Wear and Tear,In Progress,45969.7,12
2025-04-27,MCH-2452,Wear and Tear,In Progress,23422.99,11
2024-07-03,MCH-6232,Mechanical Jam,Cancelled,18341.09,1
2024-05-06,MCH-6669,Mechanical Jam,Pending,31470.3,11
2020-01-09,MCH-4020,Sensor Error,Cancelled,9218.65,10
2023-06-07,MCH-1290,Calibration Issue,Cancelled,1986.04,6
2024-12-10,MCH-5662,Overheating,Completed,12900.75,8
2022-11-20,MCH-6711,Sensor Error,Pending,29999.9,5
2025-07-08,MCH-4519,Software Crash,In Progress,32522.82,12
2025-12-27,MCH-9709,Overheating,Pending,40838.95,3
2024-12-06,MCH-1875,Mechanical Jam,In Progress,29625.42,2
2024-05-18,MCH-9051,Mechanical Jam,In Progress,47489.29,6
2020-10-15,MCH-9336,Leakage,Pending,17138.4,4
2021-08-08,MCH-8725,Mechanical Jam,Cancelled,18090.1,7
2025-12-12,MCH-1963,Overheating,Pending,4455.94,5
2022-08-12,MCH-8116,Power Failure,Pending,5382.87,3
2023-04-13,MCH-1557,Power Failure,Pending,30052.72,12
2024-04-07,MCH-2687,Software Crash,In Progress,32302.56,1
2024-07-26,MCH-3034,Calibration Issue,Completed,2411.98,11
2024-09-23,MCH-9128,Wear and Tear,In Progress,47378.8,11
2021-05-30,MCH-3426,Leakage,Pending,13809.32,5
2023-03-07,MCH-2780,Wear and Tear,Completed,45070.11,10
2021-03-25,MCH-4321,Overheating,Cancelled,44313.27,12
2022-01-17,MCH-1907,Software Crash,Completed,31757.63,6
2024-06-18,MCH-3589,Leakage,Completed,48346.4,1
2020-12-22,MCH-6377,Calibration Issue,Pending,1594.41,9
2021-06-08,MCH-2914,Calibration Issue,In Progress,49146.31,5
2024-08-05,MCH-7583,Sensor Error,In Progress,38956.1,5
2024-10-24,MCH-3879,Sensor Error,Completed,49856.44,3
2022-02-13,MCH-1476,Calibration Issue,Completed,32283.4,7
2020-12-04,MCH-5307,Wear and Tear,Pending,31347.51,8
2025-09-16,MCH-9891,Calibration Issue,Pending,21280.78,9
2020-09-16,MCH-4584,Wear and Tear,Pending,20684.32,7
2024-12-27,MCH-7366,Leakage,In Progress,22771.22,7
2021-06-17,MCH-8419,Wear and Tear,Cancelled,46996.93,9
2023-06-25,MCH-8603,Wear and Tear,Pending,40748.78,2
2021-03-20,MCH-1872,Power Failure,Completed,37300.49,1
2021-04-26,MCH-3339,Software Crash,Completed,22004.13,12
2021-06-03,MCH-7651,Software Crash,Completed,39280.9,10
2021-10-06,MCH-4496,Overheating,In Progress,35835.22,11
2025-11-09,MCH-7563,Overheating,In Progress,2776.85,12
2022-07-08,MCH-3186,Power Failure,Cancelled,26646.26,1
2020-02-28,MCH-6695,Wear and Tear,Cancelled,7938.27,7
2022-08-24,MCH-2503,Power Failure,Pending,17997.0,7
2023-10-08,MCH-6755,Software Crash,In Progress,42924.77,3
2020-07-01,MCH-2337,Calibration Issue,Cancelled,49020.75,5
2021-01-13,MCH-8178,Wear and Tear,In Progress,11878.22,2
2022-03-29,MCH-4926,Wear and Tear,Completed,33116.28,1
2020-08-04,MCH-6892,Wear and Tear,In Progress,43140.5,11
2023-07-29,MCH-2713,Power Failure,Cancelled,23733.15,4
2023-06-07,MCH-1495,Calibration Issue,Cancelled,24465.41,11
2025-03-10,MCH-5244,Calibration Issue,Completed,29622.15,5
2020-12-31,MCH-6793,Leakage,In Progress,2990.02,5
2025-09-21,MCH-8931,Power Failure,Pending,5566.84,9
2024-12-17,MCH-3204,Calibration Issue,Cancelled,47034.83,3
2020-01-31,MCH-2955,Leakage,Pending,4549.05,7
2024-06-14,MCH-6419,Sensor Error,Pending,13383.93,10
2021-03-07,MCH-3099,Overheating,Completed,49088.66,11
2024-06-15,MCH-5268,Power Failure,In Progress,27738.56,10
2020-07-12,MCH-8955,Mechanical Jam,In Progress,38545.9,5
2021-06-06,MCH-2857,Power Failure,Completed,43528.32,11
2021-06-24,MCH-8090,Power Failure,Pending,43829.78,4
2025-10-04,MCH-3703,Power Failure,In Progress,10060.79,1
2021-02-28,MCH-8968,Sensor Error,Cancelled,6564.24,12
2020-09-28,MCH-6733,Calibration Issue,Cancelled,3346.94,12
2025-10-29,MCH-3234,Calibration Issue,Completed,25771.26,1
2021-03-28,MCH-4902,Mechanical Jam,Pending,23338.71,11
2021-12-04,MCH-1316,Wear and Tear,In Progress,35927.65,1
2021-03-29,MCH-9788,Mechanical Jam,In Progress,33162.89,1
2025-02-01,MCH-2995,Mechanical Jam,In Progress,30297.99,6
2022-09-24,MCH-4785,Calibration Issue,Completed,3626.58,1
2023-01-12,MCH-2587,Mechanical Jam,In Progress,27504.81,1
2022-12-08,MCH-2424,Wear and Tear,Completed,44159.91,4
2022-11-20,MCH-9570,Power Failure,Cancelled,32126.22,5
2020-03-31,MCH-3377,Calibration Issue,In Progress,36078.52,4
2025-07-18,MCH-9749,Sensor Error,Pending,20210.11,12
2021-03-23,MCH-6725,Sensor Error,In Progress,31527.41,1
2022-02-25,MCH-7827,Leakage,Completed,33523.01,11
2022-11-24,MCH-8085,Power Failure,Pending,48534.88,2
2024-09-16,MCH-7529,Sensor Error,Pending,2227.78,6
2020-10-10,MCH-2536,Calibration Issue,In Progress,20597.16,4
2021-08-16,MCH-5652,Sensor Error,Completed,17817.94,1
2022-09-06,MCH-1313,Wear and Tear,Cancelled,39145.56,3
2024-05-01,MCH-4054,Wear and Tear,Completed,16630.98,7
2024-08-06,MCH-5877,Leakage,Cancelled,34313.28,9
2020-05-28,MCH-1314,Power Failure,In Progress,12938.89,5
2023-09-22,MCH-1837,Wear and Tear,Pending,20597.86,8
2025-12-12,MCH-8897,Software Crash,Completed,2268.65,4
2020-02-21,MCH-9726,Overheating,Pending,19635.99,4
2021-05-01,MCH-2690,Leakage,Completed,23726.7,2
2021-07-06,MCH-2382,Calibration Issue,Cancelled,31925.36,6
2022-01-16,MCH-5426,Software Crash,In Progress,12364.0,1
2020-03-27,MCH-3617,Calibration Issue,In Progress,42245.11,8
2023-11-24,MCH-2988,Calibration Issue,Completed,3134.32,7
2023-01-13,MCH-4823,Software Crash,Cancelled,3793.11,6
2021-08-12,MCH-3099,Wear and Tear,Cancelled,41269.52,6
2023-07-14,MCH-3357,Sensor Error,Pending,10327.45,11
2022-07-17,MCH-1468,Overheating,Cancelled,35266.55,1
2020-06-09,MCH-8685,Leakage,In Progress,2521.88,3
2024-03-21,MCH-9220,Power Failure,Pending,28082.54,1
2023-12-09,MCH-1015,Power Failure,In Progress,32919.03,2
2025-11-11,MCH-9978,Overheating,Pending,36783.99,9
2023-07-04,MCH-8863,Sensor Error,In Progress,8671.46,9
2020-07-17,MCH-5464,Sensor Error,In Progress,40986.71,5
2021-01-13,MCH-8838,Power Failure,Cancelled,42092.17,3
2023-08-22,MCH-2177,Software Crash,Completed,40449.24,8
2020-04-01,MCH-3765,Overheating,Pending,30746.82,9
2021-02-16,MCH-3171,Overheating,Cancelled,2791.59,1
2024-02-26,MCH-7386,Software Crash,Pending,3963.0,1
2023-02-23,MCH-5664,Power Failure,Completed,10007.91,4
2021-08-31,MCH-4478,Calibration Issue,In Progress,3952.94,1
2020-08-01,MCH-2143,Calibration Issue,Completed,39226.86,5
2024-06-19,MCH-1419,Calibration Issue,Completed,49916.51,1
2025-01-22,MCH-8183,Power Failure,Pending,30989.84,12
2020-12-27,MCH-7495,Overheating,In Progress,21236.38,7
2023-09-13,MCH-5221,Software Crash,Pending,17460.89,7
2021-04-04,MCH-8337,Power Failure,Completed,20257.75,8
2023-11-26,MCH-6979,Mechanical Jam,Completed,48176.31,8
2023-01-22,MCH-6863,Software Crash,Pending,21294.1,7
2020-11-10,MCH-4785,Calibration Issue,Cancelled,12029.02,1
2024-10-18,MCH-6826,Wear and Tear,Pending,18848.38,2
2023-03-16,MCH-7889,Wear and Tear,Pending,45442.42,5
2023-03-03,MCH-5748,Sensor Error,Cancelled,7784.34,3
2023-07-27,MCH-3776,Wear and Tear,In Progress,18794.88,6
2020-06-18,MCH-1570,Wear and Tear,Pending,42014.48,9
2023-10-25,MCH-9640,Wear and Tear,In Progress,26665.1,8
2025-08-29,MCH-5353,Wear and Tear,In Progress,38786.89,4
2024-06-16,MCH-2034,Overheating,In Progress,27943.85,11
2023-04-17,MCH-5306,Overheating,Pending,13109.26,4
2020-03-16,MCH-9913,Power Failure,Completed,48216.31,6
2020-06-03,MCH-7958,Overheating,In Progress,14725.07,8
2022-06-25,MCH-3952,Mechanical Jam,In Progress,25647.53,8
2024-04-11,MCH-4527,Wear and Tear,Completed,40204.1,2
2023-12-28,MCH-3740,Overheating,Completed,39267.82,10
2022-06-25,MCH-4219,Overheating,In Progress,7825.18,6
2024-01-28,MCH-7467,Power Failure,Pending,45981.47,2
2021-03-28,MCH-5263,Overheating,Cancelled,31221.67,5
2020-07-15,MCH-2985,Sensor Error,Pending,22095.35,8
2022-06-28,MCH-2570,Leakage,Cancelled,34105.26,5
2020-07-23,MCH-9657,Software Crash,Cancelled,31214.06,12
2023-06-27,MCH-9840,Software Crash,Pending,2741.99,11
2020-01-15,MCH-9195,Overheating,Pending,24618.66,2
2020-12-19,MCH-6790,Calibration Issue,Completed,13793.63,1
2024-03-15,MCH-9346,Mechanical Jam,In Progress,34082.84,1
2024-09-24,MCH-1247,Sensor Error,Cancelled,8347.22,1
2022-12-04,MCH-8327,Wear and Tear,Cancelled,13673.85,8
2025-11-28,MCH-3666,Wear and Tear,In Progress,4978.9,2
2025-04-11,MCH-6119,Software Crash,In Progress,27732.61,1
2023-01-17,MCH-8230,Sensor Error,Cancelled,36818.32,3
2024-01-28,MCH-7021,Overheating,Completed,21216.91,3
2023-07-21,MCH-5495,Leakage,In Progress,44521.98,5
2025-06-11,MCH-4913,Software Crash,Cancelled,48548.95,1
2024-05-04,MCH-9192,Calibration Issue,Pending,10555.54,2
2023-10-25,MCH-6974,Sensor Error,Completed,38816.13,3
2020-12-07,MCH-3429,Overheating,In Progress,19405.78,7
2025-08-25,MCH-2141,Mechanical Jam,Cancelled,21961.88,9
2023-11-09,MCH-8197,Power Failure,Completed,20081.19,6
2023-09-23,MCH-1189,Mechanical Jam,Completed,30984.44,2
2022-02-26,MCH-4552,Wear and Tear,In Progress,31711.63,5
2023-10-21,MCH-4299,Wear and Tear,Completed,36657.94,12
2023-04-23,MCH-4852,Overheating,Completed,36139.91,12
2021-10-10,MCH-6822,Software Crash,In Progress,18909.23,3
2024-03-13,MCH-5468,Calibration Issue,Cancelled,16351.32,11
2025-09-07,MCH-2877,Power Failure,Cancelled,2115.27,3
2022-11-12,MCH-9827,Overheating,In Progress,618.7,6
2025-03-24,MCH-7414,Overheating,Pending,22253.16,3
2020-03-25,MCH-6507,Mechanical Jam,Completed,42937.8,9
2020-08-17,MCH-1915,Overheating,In Progress,29740.61,12
2025-01-07,MCH-7158,Power Failure,Cancelled,4421.33,1
2025-03-30,MCH-5925,Power Failure,Completed,8255.27,6
2023-09-05,MCH-8500,Calibration Issue,In Progress,21646.66,8
2025-01-27,MCH-9346,Sensor Error,Completed,8924.21,4
2022-06-04,MCH-8775,Sensor Error,Completed,3555.05,3
2023-10-15,MCH-3010,Power Failure,Completed,29120.12,1
2023-11-10,MCH-4230,Wear and Tear,Completed,12151.81,11
2022-03-29,MCH-3315,Software Crash,Cancelled,18663.56,8
2024-03-29,MCH-2225,Leakage,Completed,43384.77,5
2023-09-13,MCH-7495,Overheating,Cancelled,14516.67,5
2025-11-27,MCH-6498,Calibration Issue,Cancelled,27457.96,3
2024-03-09,MCH-2384,Calibration Issue,Cancelled,12946.38,5
2024-01-01,MCH-9713,Mechanical Jam,Completed,837.57,3
2025-06-10,MCH-5911,Overheating,Cancelled,25797.21,11
2020-02-02,MCH-5296,Software Crash,In Progress,45281.14,12
2021-04-19,MCH-4453,Calibration Issue,Cancelled,18772.34,6
2021-05-16,MCH-2879,Software Crash,In Progress,22228.47,6
2021-02-04,MCH-9868,Overheating,Pending,2959.74,4
2022-02-10,MCH-3596,Sensor Error,Completed,41071.55,8
2022-08-01,MCH-4746,Power Failure,Pending,1159.1,1
2025-07-29,MCH-1353,Software Crash,In Progress,29456.42,11
2023-11-16,MCH-5596,Wear and Tear,Pending,41344.38,8
2021-08-23,MCH-7792,Software Crash,In Progress,13891.69,3
2020-09-22,MCH-2274,Power Failure,Completed,18869.36,1
2023-07-25,MCH-7687,Overheating,Cancelled,16205.84,12
2022-05-15,MCH-6950,Power Failure,In Progress,10204.25,3
2024-11-11,MCH-4674,Sensor Error,In Progress,47153.4,11
2025-06-10,MCH-3190,Wear and Tear,Completed,14838.23,7
2022-10-25,MCH-3657,Power Failure,In Progress,16326.15,7
2023-01-04,MCH-6887,Wear and Tear,Cancelled,13486.89,1
2025-07-15,MCH-3440,Calibration Issue,In Progress,41807.28,7
2021-07-05,MCH-3177,Software Crash,In Progress,21328.02,3
2025-02-20,MCH-6062,Software Crash,In Progress,26428.61,3
2021-07-07,MCH-8932,Calibration Issue,In Progress,35914.99,1
2021-11-29,MCH-9138,Wear and Tear,Completed,8843.49,7
2025-08-17,MCH-2754,Overheating,Completed,13397.11,9
2024-02-24,MCH-3061,Software Crash,Completed,37202.07,6
2023-11-04,MCH-1855,Power Failure,In Progress,46363.73,1
2023-02-05,MCH-8285,Overheating,Pending,31957.99,1
2020-09-15,MCH-3844,Calibration Issue,Completed,18231.76,3
2024-07-12,MCH-4879,Overheating,Cancelled,25939.19,5
2022-10-08,MCH-7344,Wear and Tear,Pending,42755.45,4
2021-05-18,MCH-8120,Software Crash,Cancelled,45882.14,2
2025-12-16,MCH-4215,Leakage,In Progress,10524.68,7
2025-03-09,MCH-7033,Overheating,Pending,40337.13,4
2024-09-26,MCH-5966,Wear and Tear,Pending,21759.52,2
2020-04-26,MCH-7415,Overheating,In Progress,49982.99,2
2024-11-12,MCH-3542,Wear and Tear,Completed,34317.06,1
2025-12-22,MCH-8167,Leakage,Completed,6129.57,1
2020-04-27,MCH-7962,Leakage,In Progress,19354.93,9
2022-02-23,MCH-1054,Software Crash,Cancelled,7370.78,4
2023-04-02,MCH-8261,Leakage,In Progress,36985.2,7
2023-05-24,MCH-5297,Mechanical Jam,Cancelled,12220.2,9
2021-09-01,MCH-8089,Power Failure,In Progress,19668.74,10
2022-04-01,MCH-5716,Power Failure,In Progress,41789.39,2
2022-08-25,MCH-3501,Power Failure,Cancelled,9145.46,9
2022-06-12,MCH-1438,Power Failure,Cancelled,12549.57,12
2022-10-20,MCH-2307,Software Crash,Pending,29013.05,8
2023-04-09,MCH-3196,Wear and Tear,Cancelled,25016.86,4
2025-01-20,MCH-4807,Software Crash,In Progress,32247.24,11
2024-02-10,MCH-9059,Overheating,Completed,40421.19,3
2020-02-23,MCH-8023,Calibration Issue,In Progress,33814.67,11
2023-03-10,MCH-2420,Mechanical Jam,Cancelled,22439.27,11
2020-04-18,MCH-8860,Calibration Issue,Cancelled,16862.32,10
2022-02-26,MCH-9743,Sensor Error,Pending,23890.62,10
2025-05-15,MCH-7308,Mechanical Jam,In Progress,12485.36,7
2021-01-19,MCH-7449,Mechanical Jam,Completed,42462.89,5
2020-04-08,MCH-9367,Power Failure,Pending,29682.78,10
2021-07-21,MCH-9909,Calibration Issue,Cancelled,2728.9,2
2023-10-17,MCH-7074,Mechanical Jam,In Progress,11242.52,12
2022-12-25,MCH-9787,Mechanical Jam,Completed,20337.17,11
2023-10-16,MCH-6100,Mechanical Jam,Pending,20713.33,5
2025-06-08,MCH-3377,Software Crash,Pending,976.52,3
2023-02-01,MCH-6516,Mechanical Jam,Pending,41268.24,11
2023-12-03,MCH-1539,Power Failure,Pending,32834.35,2
2025-06-08,MCH-2650,Calibration Issue,Completed,32206.68,2
2024-03-13,MCH-6643,Power Failure,In Progress,21160.97,6
2024-12-23,MCH-5138,Power Failure,Pending,5978.03,6
2022-10-10,MCH-2038,Overheating,Completed,16170.3,1
2023-01-29,MCH-9598,Calibration Issue,Cancelled,40629.51,11
2024-09-30,MCH-3789,Software Crash,Cancelled,44215.73,8
2025-05-11,MCH-6802,Sensor Error,Pending,22403.32,2
2021-07-06,MCH-5772,Overheating,Completed,38811.7,9
2022-12-26,MCH-6527,Leakage,Completed,13609.55,5
2024-09-25,MCH-4539,Leakage,Completed,21264.62,7
2025-03-14,MCH-1965,Wear and Tear,Pending,49798.57,11
2024-10-06,MCH-7001,Overheating,Pending,21107.32,2
2024-09-01,MCH-2678,Leakage,In Progress,5193.23,1
2022-09-25,MCH-2122,Wear and Tear,In Progress,46965.65,5
2022-04-05,MCH-2400,Leakage,In Progress,21196.29,11
2023-04-27,MCH-8636,Calibration Issue,Cancelled,13643.53,11
2025-11-23,MCH-2872,Software Crash,Completed,31221.26,5
2021-09-12,MCH-8122,Mechanical Jam,Pending,22853.1,3
2020-02-25,MCH-9764,Calibration Issue,Cancelled,5461.55,11
2022-07-29,MCH-2049,Software Crash,Completed,19979.98,11
2025-04-07,MCH-7439,Wear and Tear,Cancelled,2273.0,6
2025-10-18,MCH-6859,Power Failure,In Progress,27303.11,11
2025-06-22,MCH-1955,Leakage,Completed,32225.59,8
2024-10-24,MCH-7372,Wear and Tear,Pending,1861.68,2
2020-03-25,MCH-1697,Overheating,Completed,33066.98,9
2022-11-17,MCH-4239,Overheating,Completed,45724.52,12
2020-08-30,MCH-7090,Leakage,Completed,39301.84,10
2023-02-28,MCH-3286,Calibration Issue,Completed,48008.04,1
2025-07-01,MCH-2234,Overheating,In Progress,3863.86,5
2023-04-25,MCH-9721,Software Crash,In Progress,18038.16,2
2020-01-22,MCH-3478,Calibration Issue,In Progress,23746.35,11
2022-02-21,MCH-8061,Leakage,Pending,3929.98,11
2024-08-06,MCH-9920,Calibration Issue,Pending,27232.4,6
2022-12-28,MCH-7587,Overheating,In Progress,6054.77,5
2021-06-18,MCH-2931,Leakage,Cancelled,35702.88,1
2022-05-05,MCH-4262,Software Crash,Completed,41153.59,7
2023-04-29,MCH-3290,Leakage,In Progress,9713.42,6
2025-10-31,MCH-5204,Wear and Tear,Completed,34186.69,3
2020-12-27,MCH-6698,Calibration Issue,In Progress,41090.68,8
2023-10-11,MCH-6805,Overheating,Pending,10709.85,11
2025-11-29,MCH-3378,Calibration Issue,Completed,46726.22,7
2023-01-06,MCH-7228,Sensor Error,Pending,11365.77,6
2020-01-10,MCH-2993,Sensor Error,Cancelled,36649.98,10
2023-08-07,MCH-8365,Software Crash,Pending,38358.65,5
2025-06-24,MCH-4350,Software Crash,Pending,20780.58,12
2023-02-16,MCH-8027,Software Crash,Completed,42297.94,10
2022-02-02,MCH-7223,Calibration Issue,Pending,19148.25,11
2024-04-09,MCH-3807,Mechanical Jam,Completed,42560.45,5
2021-05-26,MCH-8349,Wear and Tear,In Progress,13975.18,3
2022-10-04,MCH-6967,Wear and Tear,Pending,25392.64,12
2021-01-03,MCH-6975,Wear and Tear,Completed,10986.58,7
2024-08-26,MCH-9566,Wear and Tear,Completed,648.22,12
2024-05-19,MCH-8426,Mechanical Jam,Pending,41442.83,9
2023-08-27,MCH-6252,Power Failure,In Progress,11917.6,4
2021-12-19,MCH-1396,Power Failure,Pending,4803.3,5
2020-09-19,MCH-1307,Overheating,Completed,11801.34,5
